"facility_name","addresses","zip_code","lon","lat","geoAddress"
"BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL","1814 ROSELAND BOULEVARD, TYLER, TX","75701",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ASCENSION SETON  SOUTHWEST","7900 FM 1826, AUSTIN, TX","78737",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ASCENSION SETON NORTHWEST","11113 RESEARCH BOULEVARD, AUSTIN, TX","78759",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"DOCTORS HOSPITAL AT RENAISSANCE","5501 SOUTH MCCOLL, EDINBURG, TX","78539",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ARISE AUSTIN MEDICAL CENTER","3003 BEE CAVES ROAD, AUSTIN, TX","78746",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"U S M D HOSPITAL AT ARLINGTON L P","801 W INTERSTATE 20, ARLINGTON, TX","76017",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BAYLOR SURGICAL HOSPITAL AT LAS COLINAS","400 WEST LYNDON B JOHNSON SUITE 101B, IRVING, TX","75063",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"QUAIL CREEK SURGICAL HOSPITAL","6819 PLUM CREEK, AMARILLO, TX","79124",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LUBBOCK HEART HOSPITAL LP","4810 NORTH LOOP 289, LUBBOCK, TX","79416",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"FOUNDATION SURGICAL HOSPITAL OF EL PASO","1416 GEORGE DIETER, EL PASO, TX","79936",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH","1800 PARK PLACE AVENUE, FORT WORTH, TX","76110",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BAYLOR MEDICAL CENTER AT TROPHY CLUB","2850  E STATE HIGHWAY 114, TROPHY CLUB, TX","76262",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL","12505 LEBANON ROAD, FRISCO, TX","75035",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE","1545 E SOUTHLAKE BLVD, SOUTHLAKE, TX","76092",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT","7115 GREENVILLE AVENUE SUITE 100, DALLAS, TX","75231",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO","4700 ALLIANCE BOULEVARD, PLANO, TX","75093",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY","6020 W PARKER ROAD, PLANO, TX","75093",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"THE HEART HOSPITAL BAYLOR DENTON","2801 SOUTH MAYHILL ROAD, DENTON, TX","76208",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PARMER COUNTY COMMUNITY HOSPITAL","1307 CLEVELAND STREET, FRIONA, TX","79035",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"REAGAN MEMORIAL HOSPITAL","1300 N MAIN AVENUE, BIG LAKE, TX","76932",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LIMESTONE MEDICAL CENTER","701 MCCLINTIC DRIVE, GROESBECK, TX","76642",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SCHLEICHER COUNTY MEDICAL CENTER","102 NORTH US HIGHWAY 277, ELDORADO, TX","76936",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CHI ST JOSEPH HEALTH BURLESON HOSPITAL","1101 WOODSON DRIVE, CALDWELL, TX","77836",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"KIMBLE HOSPITAL","349 REID ROAD, JUNCTION, TX","76849",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"IRAAN GENERAL HOSPITAL","600 HIGHWAY 349 NORTH, IRAAN, TX","79744",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"YOAKUM COUNTY HOSPITAL","412 MUSTANG AVENUE, DENVER CITY, TX","79323",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MC CAMEY HOSPITAL","2500 HWY 305 SOUTH, MCCAMEY, TX","79752",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BALLINGER MEMORIAL HOSPITAL","608 AVENUE B, BALLINGER, TX","76821",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SWEENY COMMUNITY HOSPITAL","305 NORTH MCKINNEY, SWEENY, TX","77480",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RICE MEDICAL CENTER","600 SOUTH AUSTIN ROAD, EAGLE LAKE, TX","77434",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"FISHER COUNTY HOSPITAL DISTRICT","774 STATE HIGHWAY 70 N, ROTAN, TX","79546",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WINKLER COUNTY MEMORIAL HOSPITAL","821 JEFFEE DRIVE, KERMIT, TX","79745",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTH RUNNELS HOSPITAL","7821 EAST HIGHWAY 153, WINTERS, TX","79567",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MADISON ST JOSEPH HEALTH CENTER","100 WEST CROSS STREET, MADISONVILLE, TX","77864",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"REFUGIO COUNTY MEMORIAL HOSPITAL","107 SWIFT STREET, REFUGIO, TX","78377",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"STONEWALL MEMORIAL HOSPITAL","821 NORTH BROADWAY, ASPERMONT, TX","79502",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE","2026 S JACKSON STREET, JACKSONVILLE, TX","75766",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BAYSIDE COMMUNITY HOSPITAL","200 HOSPITAL DRIVE, ANAHUAC, TX","77514",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GRIMES ST JOSEPH HEALTH CENTER","210 JUDSON ST, NAVASOTA, TX","77868",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ROLLINS BROOK COMMUNITY HOSPITAL","608 NORTH KEY AVENUE, LAMPASAS, TX","76550",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LILLIAN M HUDSPETH MEMORIAL HOSPITAL","308 HUDSPETH, SONORA, TX","76950",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CONCHO COUNTY HOSPITAL","614 EAKER STREET, EDEN, TX","76837",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RICELAND MEDICAL CENTER","538 BROADWAY, WINNIE, TX","77665",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RANKIN HOSPITAL MEDICAL CLINIC","1611 SPUR 576, RANKIN, TX","79778",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MEDINA REGIONAL HOSPITAL","3100 AVENUE E, HONDO, TX","78861",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COON MEMORIAL HOSPITAL","1411 DENVER AVENUE, DALHART, TX","79022",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PALACIOS COMMUNITY MEDICAL CENTER","311 GREEN AVENUE, PALACIOS, TX","77465",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MARTIN COUNTY HOSPITAL DISTRICT","600 E INTERSTATE 20     PO BOX 640, STANTON, TX","79782",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PARKVIEW HOSPITAL","901 S. SWEETWATER, WHEELER, TX","79096",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MUENSTER MEMORIAL HOSPITAL","605 N MAPLE STREET, MUENSTER, TX","76252",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"W J MANGOLD MEMORIAL HOSPITAL","320 NORTH MAIN, LOCKNEY, TX","79241",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CULBERSON HOSPITAL","EISENHOWER ROAD AND FM 2185, VAN HORN, TX","79855",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"THROCKMORTON COUNTY MEMORIAL HOSPITAL","802 N MINTER AVENUE, THROCKMORTON, TX","76483",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SHAMROCK GENERAL HOSPITAL","1000 SOUTH MAIN STREET, SHAMROCK, TX","79079",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HASKELL MEMORIAL HOSPITAL","1 NORTH AVENUE N  PO BOX 1117, HASKELL, TX","79521",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MITCHELL COUNTY HOSPITAL DISTRICT","997 WEST I-20, COLORADO CITY, TX","79512",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ELECTRA MEMORIAL HOSPITAL","1207 S BAILEY STREET, ELECTRA, TX","76360",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HANSFORD COUNTY HOSPITAL","707 ROLAND ST, SPEARMAN, TX","79081",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CROSBYTON CLINIC HOSPITAL","710 WEST MAIN STREET, CROSBYTON, TX","79322",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"YOAKUM COMMUNITY HOSPITAL","1200 CARL RAMERT DRIVE, YOAKUM, TX","77995",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COLEMAN COUNTY MEDICAL CENTER COMPANY","310 SOUTH PECOS STREET, COLEMAN, TX","76834",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HEART OF TEXAS MEMORIAL HOSPITAL","2008 NINE ROAD, BRADY, TX","76825",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SWISHER MEMORIAL HOSPITAL","539 SOUTHEAST 2ND, TULIA, TX","79088",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PLAINS MEMORIAL HOSPITAL","310 WEST HALSELL STREET, DIMMITT, TX","79027",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LYNN COUNTY HOSPITAL DISTRICT","2600 LOCKWOOD STREET, TAHOKA, TX","79373",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HARDEMAN COUNTY MEMORIAL HOSPITAL","402 MERCER ST, QUANAH, TX","79252",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CRANE COUNTY HOSPITAL DISTRICT","1310 S ALFORD ST, CRANE, TX","79731",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HAMILTON HOSPITAL","901 WEST HAMILTON, OLNEY, TX","76374",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COLLINGSWORTH GENERAL HOSPITAL","1013 15TH ST, WELLINGTON, TX","79095",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MEMORIAL MEDICAL CENTER","701 N VIRGINIA ST, PORT LAVACA, TX","77979",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MEMORIAL HOSPITAL","209 NORTHWEST 8TH STREET, SEMINOLE, TX","79360",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OCHILTREE GENERAL HOSPITAL","3101 GARRETT DRIVE, PERRYTON, TX","79070",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MEMORIAL MEDICAL CENTER SAN AUGUSTINE","511 HOSPITAL ST, SAN AUGUSTINE, TX","75972",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SABINE COUNTY HOSPITAL","PO BOX 750, 2301 HWY 83 W, HEMPHILL, TX","75948",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CLAY COUNTY MEMORIAL HOSPITAL","310 W SOUTH STREET, HENRIETTA, TX","76365",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"JACKSON HEALTHCARE CENTER","1013 S WELLS, EDNA, TX","77957",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OTTO KAISER MEMORIAL HOSPITAL","3349 S HIGHWAY 181, KENEDY, TX","78119",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ASCENSION SETON HIGHLAND LAKES","HIGHWAY 281 SOUTH, BURNET, TX","78611",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COCHRAN MEMORIAL HOSPITAL","205 E GRANT STREET, MORTON, TX","79346",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UT HEALTH EAST TEXAS PITTSBURG HOSPITAL","2701 US HWY 271 N, PITTSBURG, TX","75686",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GOLDEN PLAINS COMMUNITY HOSPITAL","100 MEDICAL DRIVE, BORGER, TX","79007",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"TMC- BONHAM HOSPITAL","504 LIPSCOMB STREET, BONHAM, TX","75418",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ASCENSION SETON EDGAR B DAVIS","130 HAYS STREET, LULING, TX","78648",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MULESHOE AREA MEDICAL CENTER","708 S 1ST ST, MULESHOE, TX","79347",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WARD MEMORIAL HOSPITAL","406 SOUTH GARY ST, MONAHANS, TX","79756",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BAYLOR SCOTT & WHITE MEDICAL CENTER - TAYLOR","305 MALLARD, TAYLOR, TX","76574",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LIBERTY DAYTON REGIONAL MEDICAL CENTER","1353 N TRAVIS ST, LIBERTY, TX","77575",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LAVACA MEDICAL CENTER","1400 NORTH TEXANA STREET, HALLETTSVILLE, TX","77964",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"REEVES COUNTY HOSPITAL DISTRICT","2323 TEXAS STREET, PECOS, TX","79772",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BIG BEND REGIONAL MEDICAL CENTER","2600 HIGHWAY 118 NORTH, ALPINE, TX","79830",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CORYELL MEMORIAL HEALTHCARE SYSTEM","1507 W MAIN STREET, GATESVILLE, TX","76528",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UT HEALTH EAST TEXAS QUITMAN HOSPITAL","117 WINNSBORO STREET, QUITMAN, TX","75783",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CHRISTUS MOTHER FRANCES HOSPITAL- WINNSBORO","719 WEST COKE ROAD, WINNSBORO, TX","75494",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COMANCHE COUNTY MEDICAL CENTER","10201 HWY 16, COMANCHE, TX","76442",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COGDELL MEMORIAL HOSPITAL","1700 COGDELL BLVD, SNYDER, TX","79549",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GOODALL WITCHER HOSPITAL","101 POSEY AVENUE, CLIFTON, TX","76634",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MEMORIAL HOSPITAL","224 E SECOND STREET, DUMAS, TX","79029",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UVALDE MEMORIAL HOSPITAL","1025 GARNER FIELD ROAD, UVALDE, TX","78801",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"PECOS COUNTY MEMORIAL HOSPITAL","387 WEST I 10, FORT STOCKTON, TX","79735",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"DIMMIT REGIONAL HOSPITAL","704 HOSPITAL DRIVE, CARRIZO SPRINGS, TX","78834",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"FRIO REGIONAL HOSPITAL","200 S IH 35, PEARSALL, TX","78061",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HAMILTON GENERAL HOSPITAL","400 N BROWN, BUILDING 1, HAMILTON, TX","76531",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CROCKETT MEDICAL CENTER","1100 E LOOP 304, CROCKETT, TX","75835",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"KNOX COUNTY HOSPITAL","701 SOUTHEAST  5TH STREET, KNOX CITY, TX","79529",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HILL REGIONAL HOSPITAL","101 CIRCLE DRIVE, HILLSBORO, TX","76645",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COOK CHILDRENS MEDICAL CENTER","801 SEVENTH AVENUE, FORT WORTH, TX","76104",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"DRISCOLL CHILDRENS HOSPITAL","3533 S ALAMEDA BOX 6530, CORPUS CHRISTI, TX","78411",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CHILDRENS MEDICAL CTR OF DALLAS","1935 MEDICAL DISTRICT DRIVE, DALLAS, TX","75235",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"TEXAS CHILDRENS HOSP","6621 FANNIN STREET, HOUSTON, TX","77030",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"COVENANT CHILDRENS HOSPITAL","4015 22ND PLACE, LUBBOCK, TX","79410",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OUR CHILDRENS HOUSE","8 PRESTIGE CIRCLE 101, ALLEN, TX","75002",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HEALTHBRIDGE CHILDRENS'S HOSPITAL OF HOUSTON","2929 WOODLAND PARK DRIVE, HOUSTON, TX","77082",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"DELL CHILDREN'S MEDICAL CENTER","4900 MUELLER BLVD, AUSTIN, TX","78723",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SHRINERS HOSPITALS FOR CHILDREN","815 MARKET STREET, GALVESTON, TX","77550",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SHRINERS HOSPITALS FOR CHILDREN","6977 MAIN STREET, HOUSTON, TX","77030",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"EL PASO CHILDREN'S HOSPITAL","4845 ALAMEDA AVENUE, EL PASO, TX","79905",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN","2222 WELBORN STREET, DALLAS, TX","75219",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CHILDREN'S HOSPITAL OF SAN ANTONIO","333 N SANTA ROSA ST, SAN ANTONIO, TX","78207",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CHILDRENS MEDICAL CENTER PLANO","7601 PRESTON ROAD, PLANO, TX","75024",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BIG SPRING STATE HOSPITAL","1901 NORTH HIGHWAY 87, BIG SPRING, TX","79721",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"TERRELL STATE HOSPITAL","1200 E BRIN STREET, TERRELL, TX","75160",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"NORTH TEXAS STATE HOSPITAL","6515 KEMP BLVD, WICHITA FALLS, TX","76308",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RUSK STATE HOSP","805 N DICKINSON DR, RUSK, TX","75785",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SAN ANTONIO STATE HOSP  STATE SCHOOL","6711 S NEW BRAUNFELS AVE, SAN ANTONIO, TX","78223",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MILLWOOD HOSPITAL","1011 NORTH COOPER STREET, ARLINGTON, TX","76011",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"KERRVILLE STATE HOSP","721 THOMPSON DR, KERRVILLE, TX","78028",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RED RIVER HOSPITAL","1505 8TH ST, WICHITA FALLS, TX","76301",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WEST OAKS HOSPITAL","6500 HORNWOOD, HOUSTON, TX","77074",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ASCENSION SETON SHOAL CREEK","3501 MILLS AVE, AUSTIN, TX","78731",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"GLEN OAKS HOSPITAL","301 E DIVISION BOX 1885, GREENVILLE, TX","75401",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LAUREL RIDGE TREATMENT CENTER","17720 CORPORATE WOODS DRIVE, SAN ANTONIO, TX","78259",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RIVER CREST HOSP","1636 HUNTERS GLEN ROAD, SAN ANGELO, TX","76901",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HICKORY TRAIL HOSPITAL","2000 N OLD HICKORY TRAIL, DESOTO, TX","75115",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"AUSTIN LAKES HOSPITAL","1025 EAST 32ND STREET, AUSTIN, TX","78705",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"HARRIS COUNTY PSYCHIATRIC CENTER","2800 MACGREGOR WAY, HOUSTON, TX","77021",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"INTRACARE NORTH HOSPITAL","1120 CYPRESS STATION DR, HOUSTON, TX","77090",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"AUSTIN STATE HOSPITAL","4110 GUADALUPE, AUSTIN, TX","78751",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"DEVEREUX TEXAS TREATMENT NETWORK","1150 DEVEREUX DR, LEAGUE CITY, TX","77573",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"RIO GRANDE STATE CENTER","1401 RANGERVILLE ROAD, HARLINGEN, TX","78550",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"SUNRISE CANYON HOSPITAL","1950 ASPEN AVENUE, LUBBOCK, TX","79408",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MEDICAL CITY GREEN OAKS HOSPITAL","7808 CLODUS FIELDS DRIVE, DALLAS, TX","75251",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"EL PASO PSYCHIATRIC CENTER","4615 ALAMEDA AVENUE, EL PASO, TX","79905",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW","2601 DIMMITT ROAD, SUITE 400, PLAINVIEW, TX","79072",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"KINGWOOD PINES HOSPITAL","2001 LADBROOK, KINGWOOD, TX","77339",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"UNIVERSITY BEHAVIORAL HEALTH OF DENTON","2026 WEST UNIVERSITY DRIVE, DENTON, TX","76201",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"BEHAVIORAL HOSPITAL OF BELLAIRE","5314 DASHWOOD, SUITE 200, HOUSTON, TX","77081",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CYPRESS CREEK HOSPITAL","17750 CALI DRIVE, HOUSTON, TX","77090",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"EL PASO BEHAVIORAL HEALTH SYSTEM","1900 DENVER AVE, EL PASO, TX","79902",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OCEANS BEHAVIORAL  HOSPITAL OF PERMIAN BASIN","3300 S FM 1788, MIDLAND, TX","79706",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CEDAR CREST HOSPITAL & RTC","3500 SOUTH IH-35, BELTON, TX","76513",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OCEANS BEHAVIORAL HOSPITAL OF LONGVIEW","615 CLINIC DR, LONGVIEW, TX","75605",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"LONE STAR BEHAVIORAL HEALTH CYPRESS","16303 GRANT ROAD, CYPRESS, TX","77429",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"CARROLLTON SPRINGS","2225 PARKER ROAD, CARROLLTON, TX","75010",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"AUSTIN OAKS HOSPITAL","1407 WEST STASSNEY LANE, AUSTIN, TX","78745",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OCEANS BEHAVIORAL HOSPITAL OF ABILENE","6401 DIRECTORS PARKWAY, ABILENE, TX","79606",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"OCEANS BEHAVIORAL HOSPITAL OF LUFKIN LLC","302 GOBBLERS KNOB RD, LUFKIN, TX","75904",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"MESA SPRINGS","5560 MESA SPRINGS DRIVE, FORT WORTH, TX","76123",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ROCK PRAIRIE BEHAVIORAL HEALTH","3550 NORMAND DRIVE, COLLEGE STATION, TX","77845",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC","800 KIRNWOOD DRIVE, DE SOTO, TX","75115",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"ROCK SPRINGS","700 SOUTHEAST INNER LOOP, GEORGETOWN, TX","78626",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
"WELLBRIDGE HEALTHCARE FORT WORTH","6200 OVERTON RIDGE BLVD, FORT WORTH, TX","76132",-85.3630079,31.215884,"1108 ross clark cir, dothan, al 36301, usa"
