"fips","state","name","broadband_2017","median_val_owner_occupied_2010","median_household_income_2019"
41005,"Oregon","Clackamas County",85.4,331100,80484
41007,"Oregon","Clatsop County",79.8,253100,54886
41009,"Oregon","Columbia County",81.4,219800,62257
41011,"Oregon","Coos County",70,194800,45051
41013,"Oregon","Crook County",77.7,228700,49006
41015,"Oregon","Curry County",72.3,266800,48440
41017,"Oregon","Deschutes County",83,314400,67043
41019,"Oregon","Douglas County",75.6,185100,47267
41021,"Oregon","Gilliam County",67.1,99900,47500
41023,"Oregon","Grant County",73.1,128500,44712
41025,"Oregon","Harney County",70.9,124300,40735
41027,"Oregon","Hood River County",77.9,308000,65679
41029,"Oregon","Jackson County",81.2,274500,53412
41031,"Oregon","Jefferson County",75.6,184900,53277
41033,"Oregon","Josephine County",76.5,253600,45616
41035,"Oregon","Klamath County",74.3,170100,46491
41037,"Oregon","Lake County",62.1,122200,37898
41039,"Oregon","Lane County",80.8,230000,52426
41041,"Oregon","Lincoln County",76.8,246300,47882
41043,"Oregon","Linn County",78.3,180300,55893
41045,"Oregon","Malheur County",67.9,136400,43313
41047,"Oregon","Marion County",81,205100,59625
41049,"Oregon","Morrow County",72.7,115300,54269
41051,"Oregon","Multnomah County",84.1,281600,69176
41053,"Oregon","Polk County",82.4,227900,62691
41055,"Oregon","Sherman County",75.9,119500,51071
41057,"Oregon","Tillamook County",74.7,237900,49895
41059,"Oregon","Umatilla County",75.2,137900,54699
41061,"Oregon","Union County",75.4,151200,52171
41063,"Oregon","Wallowa County",72.3,183800,51224
41065,"Oregon","Wasco County",73,188400,53105
41067,"Oregon","Washington County",87.9,303700,82215
41069,"Oregon","Wheeler County",70.3,99100,40926
41071,"Oregon","Yamhill County",81.2,237800,63902
42001,"Pennsylvania","Adams County",76.5,200700,67253
42003,"Pennsylvania","Allegheny County",79,115200,61043
42005,"Pennsylvania","Armstrong County",71.8,89100,51410
42007,"Pennsylvania","Beaver County",76.1,112400,57807
42009,"Pennsylvania","Bedford County",69,112800,50509
42011,"Pennsylvania","Berks County",78.6,170400,63728
42013,"Pennsylvania","Blair County",72.3,97400,49181
42015,"Pennsylvania","Bradford County",73.8,101700,52358
42017,"Pennsylvania","Bucks County",86.4,321500,89139
42019,"Pennsylvania","Butler County",81.3,159000,70668
42021,"Pennsylvania","Cambria County",71.8,86000,46659
42023,"Pennsylvania","Cameron County",71.8,74200,41165
42025,"Pennsylvania","Carbon County",74.4,139800,57006
42027,"Pennsylvania","Centre County",81,175800,60403
42029,"Pennsylvania","Chester County",86.2,334300,100214
42031,"Pennsylvania","Clarion County",73.7,97800,46680
42033,"Pennsylvania","Clearfield County",68.2,82900,49015
42035,"Pennsylvania","Clinton County",71.9,98400,50923
42037,"Pennsylvania","Columbia County",73.4,118800,50550
42039,"Pennsylvania","Crawford County",72.9,97900,50304
42041,"Pennsylvania","Cumberland County",80.5,174600,71269
42043,"Pennsylvania","Dauphin County",78.1,153100,60715
42045,"Pennsylvania","Delaware County",82.2,232300,74477
42047,"Pennsylvania","Elk County",74.5,91300,53440
42049,"Pennsylvania","Erie County",76.4,111300,51529
42051,"Pennsylvania","Fayette County",67.9,82500,47364
42053,"Pennsylvania","Forest County",60,79700,39717
42055,"Pennsylvania","Franklin County",74.7,175000,63379
42057,"Pennsylvania","Fulton County",67.1,157500,53476
42059,"Pennsylvania","Greene County",73.4,81800,54776
42061,"Pennsylvania","Huntingdon County",70.1,105800,51678
42063,"Pennsylvania","Indiana County",69.7,98200,49320
42065,"Pennsylvania","Jefferson County",69.7,80100,47603
42067,"Pennsylvania","Juniata County",68.6,127200,53879
42069,"Pennsylvania","Lackawanna County",73.3,137100,52821
42071,"Pennsylvania","Lancaster County",74.8,184400,66056
42073,"Pennsylvania","Lawrence County",71,92600,50204
42075,"Pennsylvania","Lebanon County",75.4,155900,60281
42077,"Pennsylvania","Lehigh County",78.9,203200,63897
42079,"Pennsylvania","Luzerne County",71.8,113300,53473
42081,"Pennsylvania","Lycoming County",72.3,119200,54241
42083,"Pennsylvania","McKean County",71.1,72300,48647
42085,"Pennsylvania","Mercer County",73.2,101700,50696
42087,"Pennsylvania","Mifflin County",63.8,92500,50219
42089,"Pennsylvania","Monroe County",80.6,206400,63934
42091,"Pennsylvania","Montgomery County",86.6,297200,91546
42093,"Pennsylvania","Montour County",73.1,143900,58333
42095,"Pennsylvania","Northampton County",79,220800,70471
42097,"Pennsylvania","Northumberland County",67.9,93500,48671
42099,"Pennsylvania","Perry County",73.2,144800,63718
42101,"Pennsylvania","Philadelphia County",69.6,135200,45927
42103,"Pennsylvania","Pike County",84.6,217900,65928
42105,"Pennsylvania","Potter County",69.9,89600,45419
42107,"Pennsylvania","Schuylkill County",71.1,88400,52280
42109,"Pennsylvania","Snyder County",70.4,122900,58997
42111,"Pennsylvania","Somerset County",67.7,92200,49089
42113,"Pennsylvania","Sullivan County",67.8,120600,47407
42115,"Pennsylvania","Susquehanna County",75.6,124400,54966
42117,"Pennsylvania","Tioga County",72.3,105700,51324
42119,"Pennsylvania","Union County",70.6,143200,59399
42121,"Pennsylvania","Venango County",72.9,76500,49945
42123,"Pennsylvania","Warren County",70,83900,50250
42125,"Pennsylvania","Washington County",77.2,130300,63543
42127,"Pennsylvania","Wayne County",74.6,173600,56096
42129,"Pennsylvania","Westmoreland County",74.8,126800,60471
42131,"Pennsylvania","Wyoming County",78.6,140800,59415
42133,"Pennsylvania","York County",76.4,175500,66457
44001,"Rhode Island","Bristol County",81.6,363100,83092
44003,"Rhode Island","Kent County",83.4,246600,73521
44005,"Rhode Island","Newport County",82.8,388800,79454
44007,"Rhode Island","Providence County",77.3,258000,58974
44009,"Rhode Island","Washington County",85.6,351100,85531
45001,"South Carolina","Abbeville County",62.7,85900,38741
45003,"South Carolina","Aiken County",72.7,119000,51399
45005,"South Carolina","Allendale County",40.6,67500,27185
45007,"South Carolina","Anderson County",68.9,117700,50865
45009,"South Carolina","Bamberg County",53.6,84300,31422
45011,"South Carolina","Barnwell County",54.6,67400,35803
45013,"South Carolina","Beaufort County",82.2,290900,68377
45015,"South Carolina","Berkeley County",78.5,149700,63309
45017,"South Carolina","Calhoun County",62.1,94500,46339
45019,"South Carolina","Charleston County",74.6,242100,64022
45021,"South Carolina","Cherokee County",58.6,82700,36883
45023,"South Carolina","Chester County",51.7,87100,42442
45025,"South Carolina","Chesterfield County",58.4,77600,41505
45027,"South Carolina","Clarendon County",60.9,89100,40900
45029,"South Carolina","Colleton County",73.6,90000,36324
45031,"South Carolina","Darlington County",64.1,81800,38448
45033,"South Carolina","Dillon County",49.8,61400,30812
45035,"South Carolina","Dorchester County",77.9,171400,63080
45037,"South Carolina","Edgefield County",62.6,101600,49127
45039,"South Carolina","Fairfield County",49.5,91500,38213
45041,"South Carolina","Florence County",69,108400,47058
45043,"South Carolina","Georgetown County",70.5,174700,48456
45045,"South Carolina","Greenville County",76.7,148100,60351
45047,"South Carolina","Greenwood County",65.2,105000,42336
45049,"South Carolina","Hampton County",60.9,79600,33429
45051,"South Carolina","Horry County",79.4,170100,50704
45053,"South Carolina","Jasper County",61.6,118700,45601
45055,"South Carolina","Kershaw County",64.1,110800,51479
45057,"South Carolina","Lancaster County",72.3,122300,58849
45059,"South Carolina","Laurens County",64.8,85800,43304
45061,"South Carolina","Lee County",49.2,61400,32371
45063,"South Carolina","Lexington County",77.7,136800,61173
45065,"South Carolina","McCormick County",65.6,110800,43633
45067,"South Carolina","Marion County",46,82500,32063
45069,"South Carolina","Marlboro County",53.1,60300,33586
45071,"South Carolina","Newberry County",59,102300,44226
45073,"South Carolina","Oconee County",69.1,126700,49134
45075,"South Carolina","Orangeburg County",59,81000,37955
45077,"South Carolina","Pickens County",72.1,123500,49573
45079,"South Carolina","Richland County",77.2,146300,54767
45081,"South Carolina","Saluda County",55.1,96400,45714
45083,"South Carolina","Spartanburg County",74.1,116300,52332
45085,"South Carolina","Sumter County",70.2,98800,45661
45087,"South Carolina","Union County",56.7,74300,41186
45089,"South Carolina","Williamsburg County",46.2,67200,32485
45091,"South Carolina","York County",80,158900,65361
46003,"South Dakota","Aurora County",69.4,63100,64083
46005,"South Dakota","Beadle County",68.5,83400,52313
46007,"South Dakota","Bennett County",62.4,60200,47500
46009,"South Dakota","Bon Homme County",68.9,67700,54737
46011,"South Dakota","Brookings County",80.3,138300,58136
46013,"South Dakota","Brown County",75.4,115700,58216
46015,"South Dakota","Brule County",68.6,87300,57196
46017,"South Dakota","Buffalo County",50.4,67500,34808
46019,"South Dakota","Butte County",75.4,114300,46508
46021,"South Dakota","Campbell County",68.7,40600,54449
46023,"South Dakota","Charles Mix County",58.3,67700,50481
46025,"South Dakota","Clark County",62.2,64500,48980
46027,"South Dakota","Clay County",84.5,116900,50724
46029,"South Dakota","Codington County",73.7,131000,56376
46031,"South Dakota","Corson County",52.5,45900,35759
46033,"South Dakota","Custer County",74.2,160700,58522
46035,"South Dakota","Davison County",79.6,108800,50570
46037,"South Dakota","Day County",60.9,64800,46679
46039,"South Dakota","Deuel County",71.4,87200,65437
46041,"South Dakota","Dewey County",51.4,56900,47475
46043,"South Dakota","Douglas County",67.7,58300,58684
46045,"South Dakota","Edmunds County",71.2,70300,71324
46047,"South Dakota","Fall River County",76.2,86800,50588
46049,"South Dakota","Faulk County",62.5,51300,55096
46051,"South Dakota","Grant County",75.6,99800,58158
46053,"South Dakota","Gregory County",63.9,56100,43438
46055,"South Dakota","Haakon County",59,74800,42250
46057,"South Dakota","Hamlin County",70,83700,67105
46059,"South Dakota","Hand County",69.1,74900,54155
46061,"South Dakota","Hanson County",80.4,87300,64696
46063,"South Dakota","Harding County",78.6,67000,59655
46065,"South Dakota","Hughes County",76.4,133200,64783
46067,"South Dakota","Hutchinson County",66.8,68700,57089
46069,"South Dakota","Hyde County",73.2,66600,57788
46071,"South Dakota","Jackson County",50.8,54600,33295
46073,"South Dakota","Jerauld County",71.5,62200,49632
46075,"South Dakota","Jones County",72.3,75000,46149
46077,"South Dakota","Kingsbury County",67.5,70300,61699
46079,"South Dakota","Lake County",76.9,108800,61846
46081,"South Dakota","Lawrence County",79.2,155100,52641
46083,"South Dakota","Lincoln County",87.5,169700,82473
46085,"South Dakota","Lyman County",67.4,64900,53862
46087,"South Dakota","McCook County",75.3,91900,61507
46089,"South Dakota","McPherson County",57.7,45100,44574
46091,"South Dakota","Marshall County",72.9,81700,63723
46093,"South Dakota","Meade County",80,145800,60578
46095,"South Dakota","Mellette County",40.7,49800,30650
46097,"South Dakota","Miner County",73.2,58400,52910
46099,"South Dakota","Minnehaha County",79.4,144900,61772
46101,"South Dakota","Moody County",74.1,102800,61538
46102,"South Dakota","Oglala Lakota County",NA,18600,31997
46103,"South Dakota","Pennington County",78.9,149700,57039
46105,"South Dakota","Perkins County",72.2,50800,57981
46107,"South Dakota","Potter County",72.9,55600,54583
46109,"South Dakota","Roberts County",64.1,73200,50348
46111,"South Dakota","Sanborn County",76.1,62700,56875
46115,"South Dakota","Spink County",77.1,62700,54423
46117,"South Dakota","Stanley County",84.4,113700,71382
46119,"South Dakota","Sully County",76,72200,62153
46121,"South Dakota","Todd County",47,53800,24331
46123,"South Dakota","Tripp County",68.8,69400,57720
46125,"South Dakota","Turner County",69,85600,59242
46127,"South Dakota","Union County",77.4,132200,70378
46129,"South Dakota","Walworth County",63.7,62500,55583
46135,"South Dakota","Yankton County",74.3,115500,58342
46137,"South Dakota","Ziebach County",47.3,62200,37400
47001,"Tennessee","Anderson County",71.4,116400,50392
47003,"Tennessee","Bedford County",68.3,114400,50415
47005,"Tennessee","Benton County",57.9,77900,37512
47007,"Tennessee","Bledsoe County",58.6,99700,44122
47009,"Tennessee","Blount County",74.4,157200,56667
47011,"Tennessee","Bradley County",72.4,133800,51331
47013,"Tennessee","Campbell County",55.1,86400,39803
47015,"Tennessee","Cannon County",61.2,112100,55330
47017,"Tennessee","Carroll County",65.7,77400,42637
47019,"Tennessee","Carter County",60.5,92700,38092
47021,"Tennessee","Cheatham County",76.7,155900,61913
47023,"Tennessee","Chester County",69.5,102500,51946
47025,"Tennessee","Claiborne County",58.8,89300,36835
47027,"Tennessee","Clay County",50.8,88600,32167
47029,"Tennessee","Cocke County",53.2,95900,36716
47031,"Tennessee","Coffee County",67.1,119200,50351
47033,"Tennessee","Crockett County",60.3,84100,44717
47035,"Tennessee","Cumberland County",70.8,133900,45958
47037,"Tennessee","Davidson County",79.2,164700,60388
47039,"Tennessee","Decatur County",64.4,66500,42031
47041,"Tennessee","DeKalb County",65.8,98000,45511
47043,"Tennessee","Dickson County",66.6,128700,53076
47045,"Tennessee","Dyer County",71.8,91900,44185
47047,"Tennessee","Fayette County",70.1,170400,60711
47049,"Tennessee","Fentress County",62.6,101000,36520
47051,"Tennessee","Franklin County",65.9,110700,51585
47053,"Tennessee","Gibson County",65.1,86900,43171
47055,"Tennessee","Giles County",62.3,98700,49614
47057,"Tennessee","Grainger County",67.2,89900,44064
47059,"Tennessee","Greene County",64.7,104200,42595
47061,"Tennessee","Grundy County",59.3,80100,40516
47063,"Tennessee","Hamblen County",65.9,118900,43619
47065,"Tennessee","Hamilton County",75.2,147200,55070
47067,"Tennessee","Hancock County",39.9,76200,30136
47069,"Tennessee","Hardeman County",54.1,88700,40304
47071,"Tennessee","Hardin County",62.4,86600,40682
47073,"Tennessee","Hawkins County",59.5,104900,41924
47075,"Tennessee","Haywood County",54.7,87100,37905
47077,"Tennessee","Henderson County",62.6,90700,43305
47079,"Tennessee","Henry County",67.2,85000,40502
47081,"Tennessee","Hickman County",53.7,102800,43596
47083,"Tennessee","Houston County",62.4,87900,42711
47085,"Tennessee","Humphreys County",63.3,104900,45667
47087,"Tennessee","Jackson County",59.8,89200,35207
47089,"Tennessee","Jefferson County",68.6,122600,49139
47091,"Tennessee","Johnson County",56,92800,36004
47093,"Tennessee","Knox County",78.6,152300,57470
47095,"Tennessee","Lake County",60.3,65400,35191
47097,"Tennessee","Lauderdale County",59.9,77100,39896
47099,"Tennessee","Lawrence County",62.9,91600,43614
47101,"Tennessee","Lewis County",55.7,90400,37277
47103,"Tennessee","Lincoln County",61.4,113600,49485
47105,"Tennessee","Loudon County",75.5,166400,58065
47107,"Tennessee","McMinn County",64.4,105600,43285
47109,"Tennessee","McNairy County",59.8,84200,39161
47111,"Tennessee","Macon County",61.4,93500,37430
47113,"Tennessee","Madison County",70.2,112100,48161
47115,"Tennessee","Marion County",64.3,107400,49432
47117,"Tennessee","Marshall County",67.7,107900,53197
47119,"Tennessee","Maury County",76.8,137100,57170
47121,"Tennessee","Meigs County",57.7,107000,49167
47123,"Tennessee","Monroe County",65.9,107900,42429
47125,"Tennessee","Montgomery County",80.8,129400,57541
47127,"Tennessee","Moore County",56.2,135500,57708
47129,"Tennessee","Morgan County",65.2,79600,41333
47131,"Tennessee","Obion County",68.4,87700,39615
47133,"Tennessee","Overton County",60.5,87700,37197
47135,"Tennessee","Perry County",52,71600,41034
47137,"Tennessee","Pickett County",64.9,94900,39554
47139,"Tennessee","Polk County",64.5,96300,43306
47141,"Tennessee","Putnam County",68.4,124000,44259
47143,"Tennessee","Rhea County",62.2,102600,42206
47145,"Tennessee","Roane County",69.3,118900,53367
47147,"Tennessee","Robertson County",76.8,149100,63307
47149,"Tennessee","Rutherford County",80.5,157100,67429
47151,"Tennessee","Scott County",60.5,76600,38864
47153,"Tennessee","Sequatchie County",70.1,105800,49370
47155,"Tennessee","Sevier County",72.7,155500,49610
47157,"Tennessee","Shelby County",70.5,135300,51657
47159,"Tennessee","Smith County",66.9,117400,48068
47161,"Tennessee","Stewart County",60.2,105900,45809
47163,"Tennessee","Sullivan County",73,110500,46684
47165,"Tennessee","Sumner County",80.5,169100,67204
47167,"Tennessee","Tipton County",71.7,135100,61291
47169,"Tennessee","Trousdale County",58.1,109300,56321
47171,"Tennessee","Unicoi County",62.4,111900,41890
47173,"Tennessee","Union County",58.3,91300,44671
47175,"Tennessee","Van Buren County",65.7,73800,42724
47177,"Tennessee","Warren County",67,90400,41125
47179,"Tennessee","Washington County",78,136700,48334
47181,"Tennessee","Wayne County",58.4,74500,41427
47183,"Tennessee","Weakley County",69.1,82100,39937
47185,"Tennessee","White County",62.9,94600,41998
47187,"Tennessee","Williamson County",90.3,335800,112962
47189,"Tennessee","Wilson County",81.7,187500,75991
48001,"Texas","Anderson County",64.2,81000,43455
48003,"Texas","Andrews County",81.5,86600,76158
48005,"Texas","Angelina County",76,81300,50453
48007,"Texas","Aransas County",75.7,129900,45137
48009,"Texas","Archer County",70,93500,63835
48011,"Texas","Armstrong County",73.1,90700,72500
48013,"Texas","Atascosa County",73.7,80400,55366
48015,"Texas","Austin County",70.9,146500,66206
48017,"Texas","Bailey County",56.5,65000,52273
48019,"Texas","Bandera County",71.8,147100,58661
48021,"Texas","Bastrop County",76.8,119800,64597
48023,"Texas","Baylor County",69.9,64700,40739
48025,"Texas","Bee County",62.9,73200,44578
48027,"Texas","Bell County",79.6,113800,54884
48029,"Texas","Bexar County",76.5,117100,57157
48031,"Texas","Blanco County",77,165600,66390
48033,"Texas","Borden County",76.2,75200,72188
48035,"Texas","Bosque County",67.5,88800,52148
48037,"Texas","Bowie County",66.1,88600,50164
48039,"Texas","Brazoria County",81.3,140300,81447
48041,"Texas","Brazos County",78.3,141700,49181
48043,"Texas","Brewster County",67,101200,47080
48045,"Texas","Briscoe County",68.5,43000,40227
48047,"Texas","Brooks County",54.6,46800,28333
48049,"Texas","Brown County",68.4,76900,48365
48051,"Texas","Burleson County",61.2,80200,57731
48053,"Texas","Burnet County",71.4,137800,59492
48055,"Texas","Caldwell County",60.4,99600,54152
48057,"Texas","Calhoun County",75.2,89800,58776
48059,"Texas","Callahan County",57.3,73700,48651
48061,"Texas","Cameron County",53,74000,38758
48063,"Texas","Camp County",56.4,93700,48207
48065,"Texas","Carson County",72.6,82800,74872
48067,"Texas","Cass County",56,68700,44848
48069,"Texas","Castro County",64,68300,50142
48071,"Texas","Chambers County",79.1,136600,91141
48073,"Texas","Cherokee County",66.6,68100,48186
48075,"Texas","Childress County",67.3,54800,43181
48077,"Texas","Clay County",66,77300,55989
48079,"Texas","Cochran County",56.3,40100,40962
48081,"Texas","Coke County",65.8,58000,45000
48083,"Texas","Coleman County",62.4,59000,46743
48085,"Texas","Collin County",90.1,199000,96913
48087,"Texas","Collingsworth County",65.6,58900,39120
48089,"Texas","Colorado County",61.5,97000,52559
48091,"Texas","Comal County",85.6,187400,79936
48093,"Texas","Comanche County",60.2,83900,53516
48095,"Texas","Concho County",69.8,70300,47500
48097,"Texas","Cooke County",72.2,111400,60202
48099,"Texas","Coryell County",82.7,92000,52893
48101,"Texas","Cottle County",59,42400,32305
48103,"Texas","Crane County",68.7,54200,65969
48105,"Texas","Crockett County",66.5,60800,47386
48107,"Texas","Crosby County",60.5,51200,40759
48109,"Texas","Culberson County",49.3,39900,37900
48111,"Texas","Dallam County",68.2,70200,58811
48113,"Texas","Dallas County",76.5,129700,59607
48115,"Texas","Dawson County",61.1,48000,43239
48117,"Texas","Deaf Smith County",68.9,73600,49701
48119,"Texas","Delta County",64.7,62700,51038
48121,"Texas","Denton County",88.8,178300,86913
48123,"Texas","DeWitt County",60,68700,55357
48125,"Texas","Dickens County",71.3,44000,42540
48127,"Texas","Dimmit County",57.3,49000,27161
48129,"Texas","Donley County",58.6,58300,42961
48131,"Texas","Duval County",55.2,53300,41186
48133,"Texas","Eastland County",57,58400,37276
48135,"Texas","Ector County",80,75500,62973
48137,"Texas","Edwards County",43.8,61500,40766
48139,"Texas","Ellis County",81,136100,76871
48141,"Texas","El Paso County",71.4,101800,46871
48143,"Texas","Erath County",72.1,110900,52742
48145,"Texas","Falls County",54.4,59500,39497
48147,"Texas","Fannin County",69,81500,54648
48149,"Texas","Fayette County",59.3,133500,60189
48151,"Texas","Fisher County",65.4,52000,46146
48153,"Texas","Floyd County",70.3,56000,50580
48155,"Texas","Foard County",68.1,29700,43625
48157,"Texas","Fort Bend County",90.8,171500,97743
48159,"Texas","Franklin County",70.5,94600,53783
48161,"Texas","Freestone County",68.3,89900,49471
48163,"Texas","Frio County",54,49500,46729
48165,"Texas","Gaines County",68.3,77600,63054
48167,"Texas","Galveston County",80.5,141400,73330
48169,"Texas","Garza County",70.5,57000,49627
48171,"Texas","Gillespie County",75.9,191100,59155
48173,"Texas","Glasscock County",73.9,90800,78456
48175,"Texas","Goliad County",61.3,99100,60690
48177,"Texas","Gonzales County",67,69500,53577
48179,"Texas","Gray County",67.3,65500,47952
48181,"Texas","Grayson County",72.7,99600,54815
48183,"Texas","Gregg County",71.9,109800,50180
48185,"Texas","Grimes County",65.5,89400,52913
48187,"Texas","Guadalupe County",80.3,142400,74496
48189,"Texas","Hale County",73.6,73500,48384
48191,"Texas","Hall County",56.5,44300,34673
48193,"Texas","Hamilton County",63.6,82900,50825
48195,"Texas","Hansford County",69.7,64900,38000
48197,"Texas","Hardeman County",64.3,46900,41859
48199,"Texas","Hardin County",75.9,95500,60339
48201,"Texas","Harris County",78.4,131700,61705
48203,"Texas","Harrison County",63.1,94400,52220
48205,"Texas","Hartley County",76.6,128500,58298
48207,"Texas","Haskell County",55.4,39200,40313
48209,"Texas","Hays County",80.5,173300,68717
48211,"Texas","Hemphill County",71.7,90700,70625
48213,"Texas","Henderson County",66.7,86400,47355
48215,"Texas","Hidalgo County",62.4,73000,40014
48217,"Texas","Hill County",68.3,85000,53307
48219,"Texas","Hockley County",72,71200,48248
48221,"Texas","Hood County",81.3,152200,64041
48223,"Texas","Hopkins County",72.7,95300,52078
48225,"Texas","Houston County",54.4,67600,37904
48227,"Texas","Howard County",68.4,57200,54208
48229,"Texas","Hudspeth County",43.7,43900,31677
48231,"Texas","Hunt County",70.4,90700,54959
48233,"Texas","Hutchinson County",74.4,56400,52524
48235,"Texas","Irion County",69,74700,47500
48237,"Texas","Jack County",65,67500,52045
48239,"Texas","Jackson County",64.9,77500,62806
48241,"Texas","Jasper County",52,76600,44370
48243,"Texas","Jeff Davis County",66.3,101300,53088
48245,"Texas","Jefferson County",66.1,88400,51248
48247,"Texas","Jim Hogg County",48.6,65000,33382
48249,"Texas","Jim Wells County",53.1,67800,41505
48251,"Texas","Johnson County",79.4,111800,64359
48253,"Texas","Jones County",63.1,51700,50344
48255,"Texas","Karnes County",55,69700,56127
48257,"Texas","Kaufman County",74.8,130000,70107
48259,"Texas","Kendall County",82.6,243900,84747
48261,"Texas","Kenedy County",36.2,71000,38021
48263,"Texas","Kent County",62.2,48900,44688
48265,"Texas","Kerr County",74.9,129600,55990
48267,"Texas","Kimble County",61.8,89500,43328
48269,"Texas","King County",73.3,325000,52083
48271,"Texas","Kinney County",54.7,46400,26738
48273,"Texas","Kleberg County",73.4,74500,43730
48275,"Texas","Knox County",66.9,42900,48798
48277,"Texas","Lamar County",65.4,81100,45117
48279,"Texas","Lamb County",61,50100,45111
48281,"Texas","Lampasas County",70.1,121300,60772
48283,"Texas","La Salle County",54.5,39600,50151
48285,"Texas","Lavaca County",70.1,83100,54403
48287,"Texas","Lee County",70.5,115300,54744
48289,"Texas","Leon County",72.9,78100,43045
48291,"Texas","Liberty County",72.6,79200,51494
48293,"Texas","Limestone County",58.5,78600,44418
48295,"Texas","Lipscomb County",79.3,73700,59091
48297,"Texas","Live Oak County",55,83500,53848
48299,"Texas","Llano County",72,150700,53411
48301,"Texas","Loving County",64.5,66700,83750
48303,"Texas","Lubbock County",74.7,103100,52429
48305,"Texas","Lynn County",64.7,66900,43382
48307,"Texas","McCulloch County",70.1,71200,47707
48309,"Texas","McLennan County",70.1,101000,49778
48311,"Texas","McMullen County",56.2,83100,62000
48313,"Texas","Madison County",64.7,84700,52664
48315,"Texas","Marion County",55.7,58700,37662
48317,"Texas","Martin County",64.4,75200,66610
48319,"Texas","Mason County",58.3,131400,42276
48321,"Texas","Matagorda County",60.1,83400,48913
48323,"Texas","Maverick County",55.5,77700,39625
48325,"Texas","Medina County",68.6,102900,62599
48327,"Texas","Menard County",56,66600,36395
48329,"Texas","Midland County",81.9,121200,79421
48331,"Texas","Milam County",61.7,81600,47902
48333,"Texas","Mills County",70.6,95000,49306
48335,"Texas","Mitchell County",61.9,55300,51492
48337,"Texas","Montague County",65.7,83900,51765
48339,"Texas","Montgomery County",85,157100,80902
48341,"Texas","Moore County",72.6,83100,54871
48343,"Texas","Morris County",72.1,75500,41359
48345,"Texas","Motley County",68.9,60500,43859
48347,"Texas","Nacogdoches County",72.9,88600,44847
48349,"Texas","Navarro County",67,79300,48529
48351,"Texas","Newton County",54.5,67600,40101
48353,"Texas","Nolan County",67.9,51600,45537
48355,"Texas","Nueces County",76.1,103900,55919
48357,"Texas","Ochiltree County",70.1,82100,50464
48359,"Texas","Oldham County",75.2,86900,64545
48361,"Texas","Orange County",73.9,81500,59399
48363,"Texas","Palo Pinto County",68.4,80500,50154
48365,"Texas","Panola County",65.3,81900,52982
48367,"Texas","Parker County",81.2,147100,77503
48369,"Texas","Parmer County",55.7,88500,55359
48371,"Texas","Pecos County",58.2,50900,52397
48373,"Texas","Polk County",62.9,67700,49279
48375,"Texas","Potter County",67.2,80600,42528
48377,"Texas","Presidio County",43.1,56200,25098
48379,"Texas","Rains County",67.4,82000,51579
48381,"Texas","Randall County",83.8,130400,68261
48383,"Texas","Reagan County",65.9,63100,74868
48385,"Texas","Real County",59.6,75300,35862
48387,"Texas","Red River County",60,59700,39142
48389,"Texas","Reeves County",53.9,31400,53311
48391,"Texas","Refugio County",64.8,67800,50076
48393,"Texas","Roberts County",83.4,111400,68750
48395,"Texas","Robertson County",70.1,77300,52928
48397,"Texas","Rockwall County",89.3,189000,100920
48399,"Texas","Runnels County",63.7,60100,44940
48401,"Texas","Rusk County",59.4,86700,55234
48403,"Texas","Sabine County",68.1,68000,34992
48405,"Texas","San Augustine County",55.9,65000,40353
48407,"Texas","San Jacinto County",68.9,75600,41614
48409,"Texas","San Patricio County",67,88300,56556
48411,"Texas","San Saba County",63.9,71200,45083
48413,"Texas","Schleicher County",63.2,67900,53229
48415,"Texas","Scurry County",72.9,71100,54326
48417,"Texas","Shackelford County",66.3,69000,46935
48419,"Texas","Shelby County",54.3,64400,42522
48421,"Texas","Sherman County",74.3,80800,51926
48423,"Texas","Smith County",76.9,118000,56810
48425,"Texas","Somervell County",64.6,144300,60632
48427,"Texas","Starr County",49.4,57000,30387
48429,"Texas","Stephens County",62.4,57600,46232
48431,"Texas","Sterling County",69.7,68700,59868
48433,"Texas","Stonewall County",61.4,55300,51250
48435,"Texas","Sutton County",55.2,77700,54306
48437,"Texas","Swisher County",71.8,59500,39771
48439,"Texas","Tarrant County",81.6,134900,67700
48441,"Texas","Taylor County",71.6,89900,53143
48443,"Texas","Terrell County",42.6,42600,43208
48445,"Texas","Terry County",62.9,63000,44627
48447,"Texas","Throckmorton County",59.6,46700,40000
48449,"Texas","Titus County",64.6,86800,50196
48451,"Texas","Tom Green County",72.9,88600,53903
48453,"Texas","Travis County",84.8,200300,75887
48455,"Texas","Trinity County",56.6,73800,41357
48457,"Texas","Tyler County",61.5,71100,44497
48459,"Texas","Upshur County",70.8,86100,52162
48461,"Texas","Upton County",49.9,42800,52171
48463,"Texas","Uvalde County",61.5,64400,41679
48465,"Texas","Val Verde County",67.6,81000,46147
48467,"Texas","Van Zandt County",61.6,95900,54654
48469,"Texas","Victoria County",68.2,98200,56834
48471,"Texas","Walker County",74.6,106100,43742
48473,"Texas","Waller County",65,117900,59642
48475,"Texas","Ward County",67.1,45200,62986
48477,"Texas","Washington County",60.8,135500,54971
48479,"Texas","Webb County",57.5,104000,46475
48481,"Texas","Wharton County",62,85800,48310
48483,"Texas","Wheeler County",69.5,65300,49315
48485,"Texas","Wichita County",71.8,87400,48650
